id,fork_id,in_dt,emp_x,emp_y
673,TEAM10054239,2019-06-01 10:30:52.497,173029.198130147,252380.04849383
674,TEAM10054239,2019-06-01 10:30:52.462,173029.148060901,252383.230389383
675,TEAM10054239,2019-06-01 10:30:52.426,173029.725723678,252384.399102224
676,TEAM10054239,2019-06-01 10:30:52.398,173029.76086116,252384.532126352
677,TEAM10054239,2019-06-01 10:30:52.367,173029.85465498,252384.400941564
678,TEAM10054239,2019-06-01 10:30:52.337,173034.576247282,252381.22415847
679,TEAM10054239,2019-06-01 10:30:52.310,173034.72221658,252379.869156247
680,TEAM10054239,2019-06-01 10:30:52.279,173034.708546871,252379.884728017
681,TEAM10054239,2019-06-01 10:30:52.248,173034.728666068,252379.885778213
682,TEAM10054239,2019-06-01 10:30:52.212,173034.762490878,252379.88345989
683,TEAM10054239,2019-06-01 10:30:52.185,173034.758977068,252379.932283661
684,TEAM10054239,2019-06-01 10:30:52.160,173034.762654096,252379.938929217
685,TEAM10054239,2019-06-01 10:30:52.130,173034.769913487,252379.920048122
686,TEAM10054239,2019-06-01 10:30:52.093,173034.770772353,252379.90118586
687,TEAM10054239,2019-06-01 10:30:52.063,173034.763385651,252379.87680088
688,TEAM10054239,2019-06-01 10:30:52.037,173034.789970661,252379.900019973
689,TEAM10054239,2019-06-01 10:30:52.008,173034.768032537,252379.902303319
690,TEAM10054239,2019-06-01 10:30:51.971,173034.780898872,252379.924453382
691,TEAM10054239,2019-06-01 10:30:51.941,173034.767124703,252379.904524782
692,TEAM10054239,2019-06-01 10:30:51.904,173034.750708652,252379.918995236
693,TEAM10054239,2019-06-01 10:30:51.852,173034.770876813,252379.93668623
694,TEAM10054239,2019-06-01 10:30:51.822,173034.376234825,252383.789670931
695,TEAM10054239,2019-06-01 10:30:51.789,173032.785910881,252384.019558101
696,TEAM10054239,2019-06-01 10:30:51.750,173032.813083779,252383.931835842
697,TEAM10054239,2019-06-01 10:30:51.719,173032.813299244,252384.005055355
698,TEAM10054239,2019-06-01 10:30:51.688,173032.825254481,252384.028317493
699,TEAM10054239,2019-06-01 10:30:51.660,173032.812845195,252384.16148155
700,TEAM10054239,2019-06-01 10:30:51.631,173032.833042732,252384.189157018
701,TEAM10054239,2019-06-01 10:30:51.605,173032.906057423,252384.45408784
702,TEAM10054239,2019-06-01 10:30:51.570,173032.848158923,252384.354412563
703,TEAM10054239,2019-06-01 10:30:51.535,173032.888746609,252384.475217308
704,TEAM10054239,2019-06-01 10:30:51.503,173032.843831968,252384.437630009
705,TEAM10054239,2019-06-01 10:30:51.472,173032.840598927,252384.581861024
706,TEAM10054239,2019-06-01 10:30:51.440,173032.883087153,252384.727066891
707,TEAM10054239,2019-06-01 10:30:51.410,173032.880513834,252384.784763064
708,TEAM10054239,2019-06-01 10:30:51.375,173032.884030897,252384.737048679
709,TEAM10054239,2019-06-01 10:30:51.341,173033.530770444,252385.143403319
710,TEAM10054239,2019-06-01 10:30:51.305,173032.58441332,252386.390930659
711,TEAM10054239,2019-06-01 10:30:51.261,173032.254606403,252387.107461732
712,TEAM10054239,2019-06-01 10:30:51.230,173031.546555856,252386.68464667
713,TEAM10054239,2019-06-01 10:30:51.197,173028.890833349,252387.170612234
714,TEAM10054239,2019-06-01 10:30:51.164,173028.893527451,252387.153963361
715,TEAM10054239,2019-06-01 10:30:51.130,173029.091094472,252387.175569817
716,TEAM10054239,2019-06-01 10:30:51.097,173029.129340862,252387.122206237
717,TEAM10054239,2019-06-01 10:30:51.064,173029.214278373,252387.08867437
718,TEAM10054239,2019-06-01 10:30:51.033,173028.828311832,252384.56815283
719,TEAM10054239,2019-06-01 10:30:51.002,173028.603477704,252383.359572734
720,TEAM10054239,2019-06-01 10:30:50.974,173028.700269282,252383.314912012
721,TEAM10054239,2019-06-01 10:30:50.942,173028.734913752,252383.280418766
722,TEAM10054239,2019-06-01 10:30:50.906,173029.059192068,252382.238850765
723,TEAM10054239,2019-06-01 10:30:50.867,173029.413110933,252383.501411373
724,TEAM10054239,2019-06-01 10:30:50.832,173029.513563062,252383.76848021
725,TEAM10054239,2019-06-01 10:30:50.802,173029.519970112,252383.770680145
726,TEAM10054239,2019-06-01 10:30:50.764,173029.513553267,252383.76515205
727,TEAM10054239,2019-06-01 10:30:50.733,173029.559480234,252383.836018238
728,TEAM10054239,2019-06-01 10:30:50.703,173028.795549382,252382.135343464
729,TEAM10054239,2019-06-01 10:30:50.670,173028.371528757,252379.733639347
730,TEAM10054239,2019-06-01 10:30:50.639,173028.394508584,252379.77461937
731,TEAM10054239,2019-06-01 10:30:50.612,173028.379927793,252379.791303227
732,TEAM10054239,2019-06-01 10:30:50.582,173028.384150104,252379.983216336
733,TEAM10054239,2019-06-01 10:30:50.551,173028.394139501,252379.959889616
734,TEAM10054239,2019-06-01 10:30:50.519,173028.361144042,252380.243992145
735,TEAM10054239,2019-06-01 10:30:50.492,173031.090711102,252382.479157912
736,TEAM10054239,2019-06-01 10:30:50.462,173031.678297328,252384.223618277
737,TEAM10054239,2019-06-01 10:30:50.429,173031.660114596,252384.259172463
738,TEAM10054239,2019-06-01 10:30:50.397,173031.028292179,252383.639769992
739,TEAM10054239,2019-06-01 10:30:50.368,173031.368649636,252383.7119885
740,TEAM10054239,2019-06-01 10:30:50.340,173031.349647443,252383.469086662
741,TEAM10054239,2019-06-01 10:30:50.306,173031.34716881,252383.558955045
742,TEAM10054239,2019-06-01 10:30:50.272,173031.334416739,252383.575633515
743,TEAM10054239,2019-06-01 10:30:50.240,173031.326128733,252383.555688775
744,TEAM10054239,2019-06-01 10:30:50.138,173031.310470341,252383.51690599
745,TEAM10054239,2019-06-01 10:30:50.112,173031.318719172,252383.523538093
746,TEAM10054239,2019-06-01 10:30:50.080,173031.319604151,252383.513550922
747,TEAM10054239,2019-06-01 10:30:50.051,173029.859325232,252383.502316926
748,TEAM10054239,2019-06-01 10:30:50.018,173028.561941841,252386.02335518
749,TEAM10054239,2019-06-01 10:30:49.988,173028.772439371,252388.884977774
750,TEAM10054239,2019-06-01 10:30:49.956,173028.756098313,252389.235595059
751,TEAM10054239,2019-06-01 10:30:49.926,173028.750579505,252389.22451734
752,TEAM10054239,2019-06-01 10:30:49.880,173028.769712489,252389.20116371
753,TEAM10054239,2019-06-01 10:30:49.844,173028.7714857,252389.182298756
754,TEAM10054239,2019-06-01 10:30:49.809,173028.778620997,252389.121260965
755,TEAM10054239,2019-06-01 10:30:49.774,173028.777657659,252389.104622858
756,TEAM10054239,2019-06-01 10:30:49.743,173028.795902407,252389.09014701
757,TEAM10054239,2019-06-01 10:30:49.715,173028.806874723,252389.090114717
758,TEAM10054239,2019-06-01 10:30:49.681,173028.809572089,252389.074575232
759,TEAM10054239,2019-06-01 10:30:49.646,173028.814826424,252388.995792639
760,TEAM10054239,2019-06-01 10:30:49.615,173028.818297752,252388.932546841
761,TEAM10054239,2019-06-01 10:30:49.582,173029.409483276,252389.414503636
762,TEAM10054239,2019-06-01 10:30:49.552,173030.166433618,252393.403883333
763,TEAM10054239,2019-06-01 10:30:49.519,173030.262797035,252393.835154849
764,TEAM10054239,2019-06-01 10:30:49.490,173030.386669757,252393.982339982
765,TEAM10054239,2019-06-01 10:30:49.449,173027.896158787,252391.262774073
766,TEAM10054239,2019-06-01 10:30:49.419,173029.924213563,252386.909081587
767,TEAM10054239,2019-06-01 10:30:49.387,173030.026072665,252387.964926967
768,TEAM10054239,2019-06-01 10:30:49.361,173030.076427751,252387.986966695
769,TEAM10054239,2019-06-01 10:30:49.331,173030.068191983,252387.98477214
770,TEAM10054239,2019-06-01 10:30:49.300,173030.073648756,252387.974771514
771,TEAM10054239,2019-06-01 10:30:49.268,173030.074566383,252387.97587821
772,TEAM10054239,2019-06-01 10:30:49.238,173030.080934251,252387.964765508
773,TEAM10054239,2019-06-01 10:30:49.210,173030.11299561,252387.984640282
774,TEAM10054239,2019-06-01 10:30:49.178,173030.140328453,252387.951277955
775,TEAM10054239,2019-06-01 10:30:49.142,173030.137520074,252387.929098297
776,TEAM10054239,2019-06-01 10:30:49.109,173030.118364229,252387.944686219
777,TEAM10054239,2019-06-01 10:30:49.071,173030.103783449,252387.961370073
778,TEAM10054239,2019-06-01 10:30:49.037,173030.070853439,252387.957029402
779,TEAM10054239,2019-06-01 11:00:57.439,173030.054430878,252387.969281093
780,TEAM10054239,2019-06-01 11:00:57.402,173030.066278374,252387.955933471
781,TEAM10054239,2019-06-01 11:00:57.370,173030.084588425,252387.963645357
782,TEAM10054239,2019-06-01 11:00:57.322,173030.099195325,252387.955836596
784,TEAM10054239,2019-06-01 11:00:57.262,173030.117453133,252387.945798297
785,TEAM10054239,2019-06-01 11:00:57.229,173030.101915548,252387.948062817
786,TEAM10054239,2019-06-01 11:00:57.198,173030.097340487,252387.946966886
787,TEAM10054239,2019-06-01 11:00:57.167,173030.076352657,252387.961450803
788,TEAM10054239,2019-06-01 11:00:57.134,173030.091011797,252387.971392226
789,TEAM10054239,2019-06-01 11:00:57.099,173030.080957105,252387.972531213
790,TEAM10054239,2019-06-01 11:00:57.063,173030.068218103,252387.993647232
791,TEAM10054239,2019-06-01 11:00:57.028,173028.66682185,252386.862859401
792,TEAM10054239,2019-06-01 11:00:56.991,173028.78994921,252389.242151808
793,TEAM10054239,2019-06-01 11:00:56.885,173028.806280342,252389.198837292
794,TEAM10054239,2019-06-01 11:00:56.850,173028.821135388,252389.275341907
795,TEAM10054239,2019-06-01 11:00:56.819,173028.838694331,252389.33852581
796,TEAM10054239,2019-06-01 11:00:56.779,173028.850900987,252389.447210709
797,TEAM10054239,2019-06-01 11:00:56.740,173029.216296178,252387.774275266
798,TEAM10054239,2019-06-01 11:00:56.704,173030.867419152,252390.494092964
799,TEAM10054239,2019-06-01 11:00:56.673,173031.327103856,252390.1011233
800,TEAM10054239,2019-06-01 11:00:56.645,173031.218130989,252391.288497904
801,TEAM10054239,2019-06-01 11:00:56.619,173030.857116534,252390.100287642
802,TEAM10054239,2019-06-01 11:00:56.587,173030.835230671,252390.120321181
803,TEAM10054239,2019-06-01 11:00:56.552,173030.824989882,252390.058225134
804,TEAM10054239,2019-06-01 11:00:56.516,173030.821319389,252390.053798351
805,TEAM10054239,2019-06-01 11:00:56.479,173029.741765074,252388.917625614
806,TEAM10054239,2019-06-01 11:00:56.440,173030.907616862,252387.686092951
807,TEAM10054239,2019-06-01 11:00:56.401,173030.950275081,252387.578355982
808,TEAM10054239,2019-06-01 11:00:56.370,173030.950281611,252387.580574755
809,TEAM10054239,2019-06-01 11:00:56.345,173030.954843617,252387.577233141
810,TEAM10054239,2019-06-01 11:00:56.313,173030.964042717,252387.596065803
811,TEAM10054239,2019-06-01 11:00:56.286,173030.981360048,252387.577155105
812,TEAM10054239,2019-06-01 11:00:56.252,173031.002416442,252387.585968307
813,TEAM10054239,2019-06-01 11:00:56.219,173031.018884713,252387.589248031
814,TEAM10054239,2019-06-01 11:00:56.190,173031.002530712,252387.624796837
815,TEAM10054239,2019-06-01 11:00:56.159,173029.735963017,252387.25687662
816,TEAM10054239,2019-06-01 11:00:56.130,173028.96284262,252386.783221035
817,TEAM10054239,2019-06-01 11:00:56.096,173028.959204771,252386.78988812
818,TEAM10054239,2019-06-01 11:00:56.058,173028.961321661,252392.479974874
819,TEAM10054239,2019-06-01 11:00:56.022,173028.706515438,252393.514682053
820,TEAM10054239,2019-06-01 11:00:55.984,173028.721030907,252393.475810465
821,TEAM10054239,2019-06-01 11:00:55.950,173028.754160072,252393.547823711
822,TEAM10054239,2019-06-01 11:00:55.914,173028.788242774,252393.633146906
823,TEAM10054239,2019-06-01 11:00:55.875,173028.608806832,252392.315712355
824,TEAM10054239,2019-06-01 11:00:55.827,173028.114776108,252389.737820277
825,TEAM10054239,2019-06-01 11:00:55.791,173028.116474113,252390.004070364
826,TEAM10054239,2019-06-01 11:00:55.757,173028.144718037,252389.969595953
827,TEAM10054239,2019-06-01 11:00:55.725,173028.155941772,252390.054986424
828,TEAM10054239,2019-06-01 11:00:55.687,173028.188855451,252390.053780155
829,TEAM10054239,2019-06-01 11:00:55.642,173028.178810555,252390.058247305
830,TEAM10054239,2019-06-01 11:00:55.612,173024.361794101,252393.633972415
831,TEAM10054239,2019-06-01 11:00:55.583,173023.288760047,252388.811257717
832,TEAM10054239,2019-06-01 11:00:55.557,173023.5226042,252388.421171278
833,TEAM10054239,2019-06-01 11:00:55.527,173026.55544061,252388.380071406
834,TEAM10054239,2019-06-01 11:00:55.497,173027.184275558,252386.741861151
835,TEAM10054239,2019-06-01 11:00:55.470,173028.659811004,252386.034161096
836,TEAM10054239,2019-06-01 11:00:55.438,173029.207076781,252396.447561731
837,TEAM10054239,2019-06-01 11:00:55.405,173030.767713038,252393.276752006
838,TEAM10054239,2019-06-01 11:00:55.377,173030.87060793,252393.131118292
839,TEAM10054239,2019-06-01 11:00:55.346,173030.863400796,252393.167749577
840,TEAM10054239,2019-06-01 11:00:55.317,173030.843226127,252393.147839819
841,TEAM10054239,2019-06-01 11:00:55.289,173030.825526815,252393.036952289
842,TEAM10054239,2019-06-01 11:00:55.257,173030.817176782,252392.995929204
843,TEAM10054239,2019-06-01 11:00:55.230,173030.24195067,252392.033556804
844,TEAM10054239,2019-06-01 11:00:55.197,173028.07318809,252392.6944835
845,TEAM10054239,2019-06-01 11:00:55.170,173027.330774079,252392.712200186
846,TEAM10054239,2019-06-01 11:00:55.140,173027.315954944,252392.647898824
847,TEAM10054239,2019-06-01 11:00:55.108,173027.290601049,252392.732287559
848,TEAM10054239,2019-06-01 11:00:55.081,173030.216473029,252391.45452698
849,TEAM10054239,2019-06-01 11:00:55.054,173049.888363934,252399.603966264
850,TEAM10054239,2019-06-01 11:00:55.029,173066.936242232,252390.416859808
851,TEAM10054239,2019-06-01 11:00:54.999,173066.334944925,252389.293699362
852,TEAM10054239,2019-06-01 11:00:54.969,173065.215927209,252389.661979631
853,TEAM10054239,2019-06-01 11:00:54.935,173065.095452936,252389.115401433
854,TEAM10054239,2019-06-01 11:00:54.905,173065.720326616,252388.304815041
855,TEAM10054239,2019-06-01 11:00:54.867,173065.743171183,252388.610941231
856,TEAM10054239,2019-06-01 11:00:54.833,173069.046552363,252385.421703444
857,TEAM10054239,2019-06-01 11:00:54.797,173084.51153441,252372.752450263
858,TEAM10054239,2019-06-01 11:00:54.764,173102.602202617,252359.002730841
859,TEAM10054239,2019-06-01 11:00:54.735,173119.856138812,252344.583208173
860,TEAM10054239,2019-06-01 11:00:54.704,173140.807397196,252325.639858876
861,TEAM10054239,2019-06-01 11:00:54.674,173162.551799045,252308.670070129
862,TEAM10054239,2019-06-01 11:00:54.646,173183.623685378,252291.832101311
863,TEAM10054239,2019-06-01 11:00:54.615,173205.268812075,252276.505721867
864,TEAM10054239,2019-06-01 11:00:54.587,173227.427847829,252259.912072661
865,TEAM10054239,2019-06-01 11:00:54.561,173250.044429995,252241.53323435
866,TEAM10054239,2019-06-01 11:00:54.530,173269.076690655,252220.95055346
867,TEAM10054239,2019-06-01 11:00:54.499,173290.509390247,252205.418651744
868,TEAM10054239,2019-06-01 11:00:54.473,173313.224805233,252187.291517909
869,TEAM10054239,2019-06-01 11:00:54.446,173317.034260754,252165.033717634
870,TEAM10054239,2019-06-01 11:00:54.415,173291.576903606,252150.028968208
871,TEAM10054239,2019-06-01 11:00:54.389,173269.097047377,252130.118732439
872,TEAM10054239,2019-06-01 11:00:54.364,173250.672328729,252110.485157796
873,TEAM10054239,2019-06-01 11:00:54.340,173231.802497255,252087.189696292
874,TEAM10054239,2019-06-01 11:00:54.313,173209.199242469,252068.643414184
875,TEAM10054239,2019-06-01 11:00:54.287,173188.973044012,252046.557918395
876,TEAM10054239,2019-06-01 11:00:54.254,173180.909810626,252018.10776686
877,TEAM10054239,2019-06-01 11:00:54.191,173196.782272686,251998.488272138
878,TEAM10054239,2019-06-01 11:00:54.161,173203.175476582,251997.126099989
879,TEAM10054239,2019-06-01 11:00:54.131,173216.866319288,251986.606733413
880,TEAM10054239,2019-06-01 11:00:54.099,173235.766318738,251976.624653434
881,TEAM10054239,2019-06-01 11:00:54.066,173257.365133067,251961.122153038
882,TEAM10054239,2019-06-01 11:00:54.031,173269.865193765,251946.725677399
883,TEAM10054239,2019-06-01 11:00:54.000,173271.318811103,251947.564578482
884,TEAM10054239,2019-06-01 11:00:53.968,173274.53956141,251947.003817064
885,TEAM10054239,2019-06-01 11:00:53.936,173274.704002884,251951.028223288
886,TEAM10054239,2019-06-01 11:00:53.906,173274.115146629,251950.09582961
887,TEAM10054239,2019-06-01 11:00:53.869,173274.600043456,251950.498235527
888,TEAM10054239,2019-06-01 11:00:53.837,173276.627192839,251952.972932388
889,TEAM10054239,2019-06-01 11:00:53.802,173276.419099271,251957.811611555
890,TEAM10054239,2019-06-01 11:00:53.764,173276.560897354,251958.147344856
891,TEAM10054239,2019-06-01 11:00:53.737,173276.322329702,251954.416035025
892,TEAM10054239,2019-06-01 11:00:53.705,173263.992024326,251960.864299478
893,TEAM10054239,2019-06-01 11:00:53.678,173265.752965894,251964.553448899
894,TEAM10054239,2019-06-01 11:00:53.645,173265.432310014,251956.19287252
895,TEAM10054239,2019-06-01 11:00:53.612,173275.055238607,251947.61359015
896,TEAM10054239,2019-06-01 11:00:53.586,173271.183802983,251951.125021356
897,TEAM10054239,2019-06-01 11:00:53.554,173261.927331084,251962.446773196
898,TEAM10054239,2019-06-01 11:00:53.523,173259.593595728,251963.018263889
899,TEAM10054239,2019-06-01 11:00:53.496,173262.480166893,251963.256128324
900,TEAM10054239,2019-06-01 11:00:53.464,173262.922090782,251965.227343833
901,TEAM10054239,2019-06-01 11:00:53.432,173261.875958408,251965.524385408
902,TEAM10054239,2019-06-01 11:00:53.399,173268.062999906,251963.693586145
903,TEAM10054239,2019-06-01 11:00:53.367,173267.896138034,251962.602427934
904,TEAM10054239,2019-06-01 11:00:53.325,173267.894861234,251962.478179395
905,TEAM10054239,2019-06-01 11:00:53.293,173268.436046158,251962.741746414
906,TEAM10054239,2019-06-01 11:00:53.201,173268.026416042,251953.972062661
907,TEAM10054239,2019-06-01 11:00:53.175,173279.393632482,251945.878050311
908,TEAM10054239,2019-06-01 11:00:53.133,173291.525110684,251937.713042701
909,TEAM10054239,2019-06-01 11:00:53.108,173309.666515834,251935.017616395
910,TEAM10054239,2019-06-01 11:00:53.082,173327.296797563,251932.644328716
911,TEAM10054239,2019-06-01 11:00:53.051,173345.118416987,251942.608101332
912,TEAM10054239,2019-06-01 11:00:53.019,173359.12511944,251955.103542076
913,TEAM10054239,2019-06-01 11:00:52.988,173370.40873685,251968.250364744
914,TEAM10054239,2019-06-01 11:00:52.963,173382.595785104,251983.296080755
915,TEAM10054239,2019-06-01 11:00:52.930,173395.346842052,251998.293581142
916,TEAM10054239,2019-06-01 11:00:52.861,173408.029734182,252014.07896756
917,TEAM10054239,2019-06-01 11:00:52.831,173420.713212933,252024.406145653
918,TEAM10054239,2019-06-01 11:00:52.797,173432.092274091,252038.993871594
919,TEAM10054239,2019-06-01 11:00:52.763,173447.616847796,252051.569361112
920,TEAM10054239,2019-06-01 11:00:52.720,173461.367830622,252060.489008251
921,TEAM10054239,2019-06-01 11:00:52.691,173463.218785309,252068.140694192
922,TEAM10054239,2019-06-01 11:00:52.659,173462.049076639,252069.96903617
923,TEAM10054239,2019-06-01 11:00:52.627,173462.020781905,252069.986868422
924,TEAM10054239,2019-06-01 11:00:52.590,173462.032624021,252069.9713026
925,TEAM10054239,2019-06-01 11:00:52.559,173462.046269218,252069.946856395
926,TEAM10054239,2019-06-01 11:00:52.528,173462.04072826,252069.928012722
927,TEAM10054239,2019-06-01 11:00:52.491,173462.885032454,252068.141660563
928,TEAM10054239,2019-06-01 11:00:52.452,173465.396655223,252065.53507565
929,TEAM10054239,2019-06-01 11:00:52.426,173466.419087996,252064.002259614
930,TEAM10054239,2019-06-01 11:00:52.394,173470.039215805,252064.9569535
931,TEAM10054239,2019-06-01 11:00:52.360,173472.68706447,252065.501767937
932,TEAM10054239,2019-06-01 11:00:52.325,173472.758492981,252065.538171234
933,TEAM10054239,2019-06-01 11:00:52.294,173472.773068657,252065.519269329
934,TEAM10054239,2019-06-01 11:00:52.262,173473.351281758,252066.891026974
935,TEAM10054239,2019-06-01 11:00:52.230,173472.304552264,252067.6118353
936,TEAM10054239,2019-06-01 11:00:52.195,173467.211309027,252068.861335722
937,TEAM10054239,2019-06-01 11:00:52.164,173466.004748057,252069.646952413
938,TEAM10054239,2019-06-01 11:00:52.131,173460.531500627,252072.292066491
939,TEAM10054239,2019-06-01 11:00:52.098,173460.830553229,252071.044240329
940,TEAM10054239,2019-06-01 11:00:52.070,173460.912969341,252070.769981065
941,TEAM10054239,2019-06-01 11:00:52.045,173460.858051263,252070.751280374
942,TEAM10054239,2019-06-01 11:00:52.021,173460.840658556,252070.744674367
943,TEAM10054239,2019-06-01 11:00:51.990,173460.817699192,252070.7103496
944,TEAM10054239,2019-06-01 11:00:51.960,173460.809347598,252070.668216767
945,TEAM10054239,2019-06-01 11:00:51.932,173460.793039545,252070.720405563
946,TEAM10054239,2019-06-01 11:00:51.900,173460.815103791,252070.761389295
947,TEAM10054239,2019-06-01 11:00:51.867,173460.853636718,252070.805653521
948,TEAM10054239,2019-06-01 11:00:51.833,173460.882191653,252070.877681521
949,TEAM10054239,2019-06-01 11:00:51.801,173461.904230675,252072.683036201
950,TEAM10054239,2019-06-01 11:00:51.765,173461.444965918,252074.496008399
951,TEAM10054239,2019-06-01 11:00:51.736,173461.313524943,252074.57626546
952,TEAM10054239,2019-06-01 11:00:51.703,173461.177065492,252074.502331125
953,TEAM10054239,2019-06-01 11:00:51.671,173461.061194861,252074.591418265
954,TEAM10054239,2019-06-01 11:00:51.635,173460.891913711,252074.550860831
955,TEAM10054239,2019-06-01 11:00:51.603,173460.927456089,252074.509710287
956,TEAM10054239,2019-06-01 11:00:51.576,173460.966861628,252074.539549851
957,TEAM10054239,2019-06-01 11:00:51.545,173460.920028527,252074.470902965
958,TEAM10054239,2019-06-01 11:00:51.519,173460.978408191,252074.421920526
959,TEAM10054239,2019-06-01 11:30:49.181,173461.008444949,252074.374129556
960,TEAM10054239,2019-06-01 11:30:49.151,173461.03765084,252074.355185266
961,TEAM10054239,2019-06-01 11:30:49.116,173461.318391744,252076.256985081
962,TEAM10054239,2019-06-01 11:30:49.082,173470.025693459,252083.345217731
963,TEAM10054239,2019-06-01 11:30:49.050,173469.981624058,252095.60305291
964,TEAM10054239,2019-06-01 11:30:49.016,173466.026151719,252093.463386497
965,TEAM10054239,2019-06-01 11:30:48.990,173465.871441132,252093.717885916
966,TEAM10054239,2019-06-01 11:30:48.958,173465.666378144,252093.951452609
967,TEAM10054239,2019-06-01 11:30:48.927,173466.739871547,252091.106074151
968,TEAM10054239,2019-06-01 11:30:48.884,173466.3234349,252090.656865325
969,TEAM10054239,2019-06-01 11:30:48.854,173465.774511132,252091.189854855
970,TEAM10054239,2019-06-01 11:30:48.823,173465.945664705,252090.929760854
971,TEAM10054239,2019-06-01 11:30:48.784,173465.962970649,252090.906413452
972,TEAM10054239,2019-06-01 11:30:48.742,173465.973891927,252090.888631509
973,TEAM10054239,2019-06-01 11:30:48.708,173465.983847427,252090.853102039
974,TEAM10054239,2019-06-01 11:30:48.679,173466.002103093,252090.841955235
975,TEAM10054239,2019-06-01 11:30:48.644,173466.030352799,252090.808591591
976,TEAM10054239,2019-06-01 11:30:48.606,173466.031193317,252090.783073067
977,TEAM10054239,2019-06-01 11:30:48.575,173465.916102337,252090.825563293
978,TEAM10054239,2019-06-01 11:30:48.544,173465.840336516,252090.870158458
979,TEAM10054239,2019-06-01 11:30:48.512,173465.73528776,252090.907072636
980,TEAM10054239,2019-06-01 11:30:48.482,173465.743504415,252090.902611266
981,TEAM10054239,2019-06-01 11:30:48.448,173465.746985315,252090.841584452
982,TEAM10054239,2019-06-01 11:30:48.403,173466.111883401,252090.544319486
983,TEAM10054239,2019-06-01 11:30:48.372,173468.244830268,252092.005874382
984,TEAM10054239,2019-06-01 11:30:48.342,173473.927504242,252091.901783007
985,TEAM10054239,2019-06-01 11:30:48.311,173473.467421072,252092.800615361
986,TEAM10054239,2019-06-01 11:30:48.279,173473.529756854,252092.854795305
987,TEAM10054239,2019-06-01 11:30:48.248,173473.30006221,252092.792224598
988,TEAM10054239,2019-06-01 11:30:48.212,173473.071285161,252092.730760634
989,TEAM10054239,2019-06-01 11:30:48.183,173472.993391921,252092.672188143
990,TEAM10054239,2019-06-01 11:30:48.152,173472.94199027,252092.604663813
991,TEAM10054239,2019-06-01 11:30:48.121,173472.715051627,252092.546522725
992,TEAM10054239,2019-06-01 11:30:48.089,173470.556474769,252092.654835204
993,TEAM10054239,2019-06-01 11:30:48.058,173470.043656722,252092.709570629
994,TEAM10054239,2019-06-01 11:30:48.030,173463.437623813,252089.086551202
995,TEAM10054239,2019-06-01 11:30:47.996,173446.20337037,252097.395915798
996,TEAM10054239,2019-06-01 11:30:47.969,173429.36234458,252103.499804726
997,TEAM10054239,2019-06-01 11:30:47.937,173414.360443743,252116.941477209
998,TEAM10054239,2019-06-01 11:30:47.902,173399.460263592,252128.869664412
999,TEAM10054239,2019-06-01 11:30:47.869,173385.810140694,252141.128174193
1000,TEAM10054239,2019-06-01 11:30:47.837,173370.910619354,252151.99804378
1001,TEAM10054239,2019-06-01 11:30:47.805,173355.735207736,252160.742029092
1002,TEAM10054239,2019-06-01 11:30:47.765,173342.602259818,252170.951157139
1003,TEAM10054239,2019-06-01 11:30:47.731,173328.509291818,252184.95057455
1004,TEAM10054239,2019-06-01 11:30:47.702,173311.970653628,252198.414641541
1005,TEAM10054239,2019-06-01 11:30:47.674,173295.664778135,252209.840101135
1006,TEAM10054239,2019-06-01 11:30:47.647,173280.471690914,252223.441198861
1007,TEAM10054239,2019-06-01 11:30:47.621,173264.732723736,252236.088725245
1008,TEAM10054239,2019-06-01 11:30:47.594,173248.33990748,252248.385400059
1009,TEAM10054239,2019-06-01 11:30:47.568,173231.92394474,252260.881863652
1010,TEAM10054239,2019-06-01 11:30:47.535,173216.755728005,252274.171256778
1011,TEAM10054239,2019-06-01 11:30:47.503,173201.192566089,252286.842787707
1012,TEAM10054239,2019-06-01 11:30:47.470,173184.723943233,252299.421587037
1013,TEAM10054239,2019-06-01 11:30:47.440,173168.598655946,252312.761566344
1014,TEAM10054239,2019-06-01 11:30:47.406,173153.231331848,252324.819111296
1015,TEAM10054239,2019-06-01 11:30:47.368,173138.691928715,252337.004055149
1016,TEAM10054239,2019-06-01 11:30:47.334,173123.919889793,252348.732633738
1017,TEAM10054239,2019-06-01 11:30:47.295,173108.858233086,252362.087351735
1018,TEAM10054239,2019-06-01 11:30:47.261,173094.304853891,252373.831978509
1019,TEAM10054239,2019-06-01 11:30:47.229,173080.241392428,252385.190229313
1020,TEAM10054239,2019-06-01 11:30:47.201,173064.927568813,252397.637166654
1021,TEAM10054239,2019-06-01 11:30:47.170,173058.387442687,252411.74794207
1022,TEAM10054239,2019-06-01 11:30:47.139,173066.850561875,252430.330966984
1023,TEAM10054239,2019-06-01 11:30:47.108,173077.553832643,252442.066881233
1024,TEAM10054239,2019-06-01 11:30:47.075,173085.378372635,252452.768430034
1025,TEAM10054239,2019-06-01 11:30:47.044,173085.293910628,252456.076897637
1026,TEAM10054239,2019-06-01 11:30:47.013,173084.433701321,252456.457728282
1027,TEAM10054239,2019-06-01 11:30:46.978,173083.851351749,252456.179870906
1028,TEAM10054239,2019-06-01 11:30:46.937,173086.613336766,252458.257423655
1029,TEAM10054239,2019-06-01 11:30:46.824,173100.538485806,252473.640472815
1030,TEAM10054239,2019-06-01 11:30:46.783,173115.195656857,252493.273711232
